gz8eRyfe6wIl7BGgpYeocBYcIV7OwjiF,intro,1
OJ33y4Rr7CKUrijkMbkNZRBnUoWapTuJ,intro,1
e4HPVrbNqsPxvZJ8wTL47EB0vrUHGr24,intro,1
m8CEdRB1z5eObO3OwW1Gb5psTr3gxxsu,roundrobin,1
FVkQlopuckVQAyftNfTrv2LIv3nlF8Pn,roundrobin,1
zHyMZ5tPbSYPZS2TTZ0aWGrZWcLX0Vs2,generic_framework,3
ri4SbrSeiEAFL5ipWpYJIkl5oTcEz045,generic_framework,1
8nChNaiuOZS9Lyqw8zizIwu5rNyPPMZk,intro,1
2kvZe7fnZWDyncts8uYYA2MOs2rAbPjc,intro,1
yeKbL1q8k43EM3M1CwqCALAK3lb6EHqU,intro,1
IcyE8kq00O0TvMswf8wZnhak8cYp2QGs,generic_framework,3
bvuKbi7gjoa5M6Fj0JlUQpLUcolOWKJj,intro,1
EBZbeGzEBMlQJBKUBjKaZScICmeolMUV,intro,1
4jHFy5S4M6Q71L7ENzGASQp6G7CipA3c,roundrobin,1
kzwS3U84mVGBCDuG9mlvnlTsAHX47nxp,generic_framework,1
5tcvQ84ZkePWi0r9YdrmMZbYpkvVukQL,intro,2
m8CEdRB1z5eObO3OwW1Gb5psTr3gxxsu,intro,1
rywmr6vrlg2I1aL4siv8FX7Pfr4w2rOL,generic_framework,1
yLnl6N41bYwG0BnVCXfk4YGplRghUB5W,generic_framework,2
RswhciDdxDT7yJDxSR7Kqqpkq4VjHCSH,roundrobin,1
I5dpRBADzLZlJF8m9IU4dgJttYEjR91v,generic_framework,2
4jHFy5S4M6Q71L7ENzGASQp6G7CipA3c,intro,1
zOWjnPjALPayRsyl6S4wanbu4oMRSIf0,generic_framework,1
S9vySeo5SVfBMF1Cv021vMWCTuM0LQAW,roundrobin,1
P525IBs8Wa99cxBwJMQecTbGVSsJnH0D,roundrobin,1
EBZbeGzEBMlQJBKUBjKaZScICmeolMUV,roundrobin,1
L9Gam6KEdRtPqyZEHQ72OoH2HQDBiUmX,intro,1
RBwQJmFW5o6wJNz0cU1vhz5Ys2bKIETm,roundrobin,1
Q2DuHwbgXBsPQ96EXmp771Q2E0bVuZFd,roundrobin,1
fFgTgTz9jwIhPtlvDomgZj65oCdctqa9,generic_framework,2
I5dpRBADzLZlJF8m9IU4dgJttYEjR91v,intro,1
yLnl6N41bYwG0BnVCXfk4YGplRghUB5W,intro,4
oEJy0Mnb8taEBwApe7Fs5Q9oajc4dhVZ,intro,1
JkrhW729sgIekZ4D0yn58xeNsoRdrdNw,roundrobin,3
pFQcQ0eJvk5OlRqI7qhsmwG2IivFsARb,intro,1
zHyMZ5tPbSYPZS2TTZ0aWGrZWcLX0Vs2,roundrobin,2
fFgTgTz9jwIhPtlvDomgZj65oCdctqa9,intro,1
ri4SbrSeiEAFL5ipWpYJIkl5oTcEz045,roundrobin,1
IcyE8kq00O0TvMswf8wZnhak8cYp2QGs,roundrobin,1
zOWjnPjALPayRsyl6S4wanbu4oMRSIf0,intro,2
kzwS3U84mVGBCDuG9mlvnlTsAHX47nxp,roundrobin,2
56KxARUpeOvgGsH709nMyostt7G7Azxt,intro,1
3EEDLg9N9hIGfcrNN7OmAiuEiLIURUFA,intro,1
JkrhW729sgIekZ4D0yn58xeNsoRdrdNw,intro,2
UFOmpz2kVpn1sBkgVmhC1PJm8szenNqx,intro,1
p8BUAisPShQ167JxDkPPTX8uG4PE8pVT,generic_framework,1
4ZmgEVJ6vuE6QGsCzriSa5QFXw26m0ZR,generic_framework,1
YOnfWH3fWuYT1ACeYuXIoNjV0ck4hJVZ,generic_framework,1
yLnl6N41bYwG0BnVCXfk4YGplRghUB5W,roundrobin,2
PWk3noH463scQg8qOLHFotINFcd39wiv,intro,1
I5dpRBADzLZlJF8m9IU4dgJttYEjR91v,roundrobin,1
BHvSDSNmTmq0eyQqXIT4HNrubl8y1QNo,generic_framework,1
1YxhQxapaHWS0SiOOriBkPo4bkU9Huvz,intro,2
3EEDLg9N9hIGfcrNN7OmAiuEiLIURUFA,roundrobin,1
73Mzhs3xpzpq22PM3SGuUFgRvDGXv9vp,intro,1
zOWjnPjALPayRsyl6S4wanbu4oMRSIf0,roundrobin,1
fU8pxaCd6sk7Akqm8nyg89Ago27Jxpho,roundrobin,1
kzwS3U84mVGBCDuG9mlvnlTsAHX47nxp,intro,1
TvCbXHVHjIbqD7bilniUezzpdn1gRq61,intro,1
IcyE8kq00O0TvMswf8wZnhak8cYp2QGs,intro,3
iDxasD9y1EGQc53Kk9s293khmi1GX8cP,roundrobin,1
EBZbeGzEBMlQJBKUBjKaZScICmeolMUV,generic_framework,1
BGK8jzohwUwT4ScTDUrs0Qn5lKnRIly0,generic_framework,1
ri4SbrSeiEAFL5ipWpYJIkl5oTcEz045,intro,1
ewrSfTzpy8PmcxgxxnlxKvwZBTEWwKoO,intro,1
6eqlmmUN1tDJFHmcQja5xR9V2cFeluC9,roundrobin,1
O1uB4lH9dKSrCFl2JT5EoXr5CaTXqZSc,roundrobin,1
fFgTgTz9jwIhPtlvDomgZj65oCdctqa9,roundrobin,2
zHyMZ5tPbSYPZS2TTZ0aWGrZWcLX0Vs2,intro,4
dGjSnN54Y8XdVX8sGbFnbHNBxrLrF7d5,intro,1
Z0XIZho3VDUOkwlrh6q22HPT7KHPHiqY,intro,1
N3oSU4WRjIEKYnU1nCqKPseFJWXUDEk8,intro,1
2yj3oOSzzNlhXlm3l5L80DVloBVu0NqV,intro,1
GmOTRyxP3JkfXx9VgfRMKsbZvqRxPizn,intro,1
BHvSDSNmTmq0eyQqXIT4HNrubl8y1QNo,intro,1
Lehh4CYyTAGtEqAZq2EvcBTeJcpdiHpb,roundrobin,1
p8BUAisPShQ167JxDkPPTX8uG4PE8pVT,intro,1
4DhTcGM8MYIlSlm1ErKbWgxepnyxE05y,intro,1
SHyLZWnwexsMRDWtLg7Sob6JSXvhYwM5,intro,1
eBOzCivJoiAcEP7bQHRkLAPOG0LRUyhv,intro,1
1Opd60rOKhjPxoWBUMIJhbIFHGdHp8fQ,intro,1
IP98BfQ3NFZhY6CvOAWDSSn3Zv4vbp59,intro,1
dGjSnN54Y8XdVX8sGbFnbHNBxrLrF7d5,generic_framework,1
2yj3oOSzzNlhXlm3l5L80DVloBVu0NqV,generic_framework,1
sYFLTgvdR438aPWBfBy5suKc1zTSaIj0,roundrobin,1
DvLMRn5FCZilS62JEy7RUjofNXerUdxj,roundrobin,1
ZHcjoLX3fLg9WFgOoJjYKHabcYoxDiT9,intro,1
1YxhQxapaHWS0SiOOriBkPo4bkU9Huvz,generic_framework,1
pY6Gzy6jIa3ll9GoogKXPjIai2G97i9c,generic_framework,1
Yt2eRmgICSWluu6n5oh82KnPq0dRpsux,generic_framework,1
s1xgsj10VtDJUgzQyVQmyMZCUkqUcCwc,intro,1
yzrpLBfp5gx27Epl0LdFlV4ZNkWHNFlb,generic_framework,1
Lrjixe1suURbuEBDC0nJhVV41UKLovZC,roundrobin,1
KKkwP5RdRpAKRs8WtVfNlBsQKt1MuTOB,intro,1
SHyLZWnwexsMRDWtLg7Sob6JSXvhYwM5,roundrobin,1
p8BUAisPShQ167JxDkPPTX8uG4PE8pVT,roundrobin,1
oOeym5IhVgpPinhvHOXKTl5hQqJq2WDC,generic_framework,1
BHvSDSNmTmq0eyQqXIT4HNrubl8y1QNo,roundrobin,1
Lehh4CYyTAGtEqAZq2EvcBTeJcpdiHpb,intro,1
AvOAFlayFJbpoNKyi7u8P2df92uiOeMC,intro,1
QUkWRLvT1IGnxNTl2SndU2NEL7WSX0BF,intro,1
4qFhZEoHwA6KnkB4hu0iDU5DXI28IWbU,intro,1
g1AwdBThFSn21YybQWznKX6FjjN9NRrj,intro,1
PNMiw32hdqrpbruspv4bKRsoStxDzTvk,intro,1
